# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:43:27
# NJG
# ------------------------

"var_x","var_y"
0.504978667479008,0.454087931197137
0.0369624472223222,0.178267943440005
0.946576317306608,0.293588220141828
0.492878603516147,0.920181231806055
0.953403655439615,0.901760471984744
0.631579713895917,0.600388067075983
0.608111523324624,0.379079224541783
0.259986621327698,0.489871870726347
0.210066484520212,0.474979690508917
0.848299565492198,0.185256013879552
0.0390051952563226,0.552133633289486
0.879759259289131,0.757212041178718
0.125047134002671,0.477428673533723
0.58661571261473,0.318057041615248
0.067076604347676,0.879109052708372
0.83327014814131,0.778360422933474
0.331435926025733,0.571713520679623
0.495795696042478,0.736797407269478
0.461518378462642,0.67438252363354
0.313347248826176,NA
0.823617772432044,0.183257868979126
0.841989187523723,0.76025397493504
0.746471707243472,0.943276882404462
0.356048770947382,0.316890344722196
0.985261036781594,0.0832368370611221
0.468507381156087,0.893617329653352
0.611535256030038,0.347724529681727
0.0328675271011889,0.388473643222824
0.825191797688603,0.425568262115121
0.268159061204642,0.33664938993752
0.577665566233918,0.0676069569308311
0.619494197191671,0.100684901233763
0.0784364165738225,0.833203078480437
0.993112464668229,0.440290037775412
0.619572235736996,0.950765331741422
0.0219950920436531,0.704317375551909
0.394988868851215,0.686378800543025
0.925193465314806,0.134281801525503
0.152843811782077,0.190328271593899
0.733291801298037,0.536338500212878
0.738974858541042,0.411349419737235
0.746906702639535,0.229593995492905
0.352965637110174,0.0134261262137443
0.112415992887691,0.498863810207695
0.310003944672644,0.148819376947358
0.899581572506577,0.453775800997391
0.0542988351080567,0.726212802808732
0.857474743155763,0.267263344023377
0.477425738004968,0.680193833773956
0.495989857707173,0.670508223352954
0.431885140715167,0.469350417843089
0.434497934300452,NA
0.368338131112978,0.325973065802827
0.957606462296098,0.189117471454665
0.172735691303387,0.991998839424923
0.161408307263628,0.606376241892576
0.928924326784909,0.29816440329887
0.350386182311922,0.260005405871198
0.167001484893262,0.781143893720582
NA,0.680550402030349
NA,0.329021112760529
0.328977721743286,0.0788152664899826
0.982164843473583,0.961403895867988
0.932882240274921,0.541684365598485
0.590125801507384,0.715992914512753
0.592725537484512,0.985798841807991
