# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:34:02
# NJG
# ------------------------

"var_x","var_y"
0.474785190541297,0.295552652329206
0.467873935820535,0.763764336472377
0.287610111758113,0.221611714689061
0.533588829450309,0.212878881487995
0.371793658472598,0.447612647898495
0.859700548229739,0.154884743969887
0.0404294757172465,0.578834432410076
0.26292891590856,0.989286744734272
0.831482112640515,0.13749643531628
0.758694848744199,0.305896495236084
0.487147751729935,0.842591144377366
0.359873008681461,0.411534115904942
0.10356476996094,0.478785929502919
0.72654497763142,0.498987167607993
0.603099938482046,0.819067663978785
0.944787042913958,0.0860142435412854
0.569827515166253,0.383687026333064
0.716349987080321,0.104448009282351
0.812132095219567,0.0520119331777096
0.839690827066079,0.729649790329859
0.945282139349729,0.708982032723725
0.671804934972897,0.976453154813498
0.469396280590445,0.404168773209676
0.145507692126557,0.638088688487187
0.102951057255268,0.507530371425673
0.846938202390447,0.341446013655514
0.313006871612743,0.0929301807191223
0.505412087542936,0.382887703832239
0.277188421227038,0.494852720526978
0.144866870250553,0.0113433422520757
0.913374418159947,0.68818270182237
0.950926966033876,0.885682242456824
0.588517018826678,0.877693888032809
0.874591005500406,0.684575906954706
0.082636465318501,0.266254521207884
0.420670087449253,0.0157102718949318
0.247101537650451,0.97816330450587
0.843337870901451,0.218020934145898
0.259686117758974,0.896422720048577
0.543024047045037,0.953647338086739
0.245152671821415,0.954141433816403
0.81912181689404,0.765640979167074
0.715681238565594,0.386808580020443
0.63410963723436,0.0930906168650836
0.841203728690743,0.355007450096309
0.748615247895941,0.6001781669911
0.443525420036167,0.783414959674701
0.269208495970815,0.852655584923923
0.037961786845699,0.55155844707042
0.449217971879989,0.993144292850047
0.448733096476644,0.51390936342068
0.87345204828307,0.525700905825943
0.401657377136871,0.128365362761542
0.970944684464484,0.578410857357085
0.752240726724267,0.680610352195799
0.268952381564304,0.352369844680652
0.29879715689458,0.814206299604848
0.152498840121552,0.909610632574186
0.130194721277803,0.074269704753533
0.15053419303149,0.67026391485706
0.817464272957295,0.392845342401415
0.499593327986076,0.356667564250529
0.0228210031054914,0.938064167276025
0.299205844290555,0.538446040358394
0.634259361308068,0.221360638970509
0.278910968918353,0.692587375408038
0.541754045989364,0.17071691295132
0.109148927265778,0.805955881718546
0.822083306731656,0.529121649451554
0.429893765365705,0.530319950776175
