# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:43:27
# NJG
# ------------------------

"var_x","var_y"
0.662369818659499,0.435955359134823
0.902899668319151,0.61019893316552
0.857771478127688,0.999146950198337
0.732721768552437,0.751387456664816
0.388407429913059,0.157731309533119
0.0159712380263954,0.3136641678866
0.0218050878029317,0.892094252631068
0.50141901592724,0.851250617066398
0.279909250326455,0.0875642418395728
0.946776129072532,0.94144699210301
0.380310185486451,0.290305147645995
0.226704378146678,0.944786867592484
0.632365184137598,0.092709832591936
0.50413487222977,0.834139589220285
0.301977743394673,0.546919208718464
0.775463136378676,0.844199412735179
0.310948413796723,0.113921499811113
0.183620043331757,0.250282186316326
0.332200326956809,0.341055545955896
0.446645570918918,0.0158849656581879
0.414268240332603,0.808548878645524
0.436878935666755,0.569300451781601
0.281347084790468,0.0217942742165178
0.132522691739723,0.320818613050506
0.257002915488556,0.925058021442965
0.582357964711264,0.115471547236666
0.759617242496461,0.445504107978195
0.448736880207434,0.658984060864896
0.0615200733300298,0.329475505976006
0.19983547157608,0.91091838455759
0.271832943661138,0.930881801526994
0.635293580591679,0.25278115645051
0.0413505423348397,0.465295399539173
0.545319956960157,0.428395215421915
0.346480237087235,0.327074945671484
0.142399589531124,0.560906695667654
0.0525240665301681,0.696728169219568
0.150913468096405,0.00827352190390229
0.479723468190059,0.161840514047071
0.910517966374755,0.745621782494709
0.739745526574552,0.673221159726381
0.0160896731540561,0.901283128652722
0.202636269852519,0.968866325682029
0.68145694816485,0.309739856980741
0.680821558460593,0.91648155101575
NA,0.146708916639909
0.321382635971531,0.475494801765308
0.326165085658431,0.086948853218928
0.123265858273953,0.100828878581524
0.762098964303732,0.0496715693734586
0.531714609125629,0.542527120094746
0.115050443913788,0.137464217143133
0.296832899795845,0.765796712134033
0.370513734873384,0.857995751779526
0.431087391683832,0.855116947321221
0.159206624375656,0.516650372184813
0.347825540462509,0.642709694802761
0.943749756552279,0.824632764328271
0.306030543521047,0.51752467546612
0.323567442828789,NA
0.848812392679974,0.156069478718564
0.257296223891899,0.440215951763093
0.00916843465529382,0.699854094302282
0.00611773692071438,0.523457528324798
0.264051947742701,0.97754612728022
0.670794962905347,0.962827517418191
0.0226050205528736,0.930671623442322
0.926367892418057,0.104167548241094
0.652904704911634,0.908197978511453
0.0475647805724293,0.135413739830256
0.743231983156875,0.878056052373722
0.860280511667952,0.776372504653409
0.815397230209783,0.914364041062072
0.830214003799483,0.629017935367301
0.522641766583547,0.616826144512743
0.321343034971505,0.125042650150135
0.1172514653299,0.144289739429951
0.169383801519871,0.669297019718215
0.713705276604742,0.251316113397479
0.429154073819518,0.0602763709612191
0.768820028984919,0.766340553294867
0.441581886727363,0.457619642373174
0.832791183842346,0.122723230393603
0.959490892244503,0.324947692221031
0.642192833591253,0.579674502834678
0.188417483353987,0.568847244605422
0.991531752981246,0.0984688403550535
