# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:34:02
# NJG
# ------------------------

"var_x","var_y"
0.314558471087366,0.822522325674072
0.0874907670076936,0.157160252332687
0.858523390255868,0.606335192453116
0.909621961880475,0.0944103728979826
0.10914425435476,0.583356928313151
0.889955550432205,0.802650081226602
0.746878397418186,0.927525157574564
0.523454373469576,0.546177885727957
0.319505978142843,0.97541017155163
0.757282371399924,0.868008749792352
0.0130482353270054,0.150715097784996
0.0888517778366804,0.145191950723529
0.228299415903166,0.976346387760714
0.299129448598251,0.806924768723547
0.636415930930525,0.261789788026363
0.229836676968262,0.281323292292655
0.230768593028188,0.575103344395757
