# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:43:27
# NJG
# ------------------------

"var_x","var_y"
0.766142912441865,0.589273368939757
0.825891983928159,0.989815005566925
0.425217514624819,0.261096435133368
0.0793440130073577,0.544217228889465
0.379971389658749,0.7831062132027
NA,0.422971050953493
0.683677693363279,0.450992091093212
0.591391914524138,0.308098289882764
0.958411646541208,NA
0.983457860304043,0.652662229258567
0.475105434190482,NA
0.341253439895809,0.796124008484185
0.785588705446571,0.442795375129208
0.428962903562933,0.208977438043803
0.860680446960032,NA
0.531718240119517,0.336356546962634
NA,0.16591511038132
0.867627362953499,0.0662135593593121
0.288777583511546,0.568014130694792
0.501334742642939,0.562390563078225
0.276408972218633,0.332009645644575
0.310457489453256,0.24752083979547
NA,0.198040585964918
0.294796561589465,0.549557212740183
0.127158249961212,NA
0.932334470096976,0.0573422943707556
NA,0.116417474113405
0.398553180741146,0.467670196900144
0.123005529865623,0.924376643728465
0.715017114765942,0.663322245003656
0.0337420550640672,0.679523535538465
0.848278120160103,0.822881818749011
0.0706565172877163,0.36049065599218
