# Summary stats for batch processing of regression models
# timestamp: 2022-04-06 13:34:02
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",0.137236412654031,0.653740117134762,0.0159550457650771
2,"ranFile002.csv",-0.138323856528257,0.212077077484276,0.0178406806298142
3,"ranFile003.csv",0.111287288381573,0.523382671698832,0.0102555403750999
4,"ranFile004.csv",-0.350373794596396,0.322558830949319,0.0698589060499392
5,"ranFile005.csv",0.0529828925174914,0.710737020324539,0.00252041210546689
6,"ranFile006.csv",0.229970562622846,0.0538234063310009,0.0586624949788497
7,"ranFile007.csv",0.173608551676702,0.101553854133913,0.0327543267541342
8,"ranFile008.csv",0.1957439656722,0.0577369533562563,0.0662886647871956
9,"ranFile009.csv",0.106583321103758,0.611258080596305,0.0146478166168274
10,"ranFile010.csv",0.254549431827949,0.079424867496095,0.0698237425954989
11,"ranFile011.csv",-0.133618220313822,0.367288010581969,0.0133446086478823
12,"ranFile012.csv",9.54895084971732e-07,0.999993152581485,8.92712670000492e-13
13,"ranFile013.csv",0.0933628921622111,0.411215426472535,0.0091452021923268
14,"ranFile014.csv",0.208038775655109,0.570321530129703,0.0332915882852705
15,"ranFile015.csv",0.0839102937694603,0.47673315679189,0.00794166354471477
16,"ranFile016.csv",0.156034252346071,0.426478984614648,0.0212052567890639
17,"ranFile017.csv",0.102206278227675,0.853011487023455,0.00525178921487216
18,"ranFile018.csv",-0.0173651745803834,0.893082701537393,0.000275748961356139
19,"ranFile019.csv",-0.273847597544157,0.152217599811269,0.0772174878106261
20,"ranFile020.csv",0.107432274980177,0.516161535265807,0.0121432271399979
21,"ranFile021.csv",-0.00329760947157456,0.984811607404491,1.11495878709618e-05
22,"ranFile022.csv",-0.208713841955528,0.0822197100292645,0.0351126631780724
23,"ranFile023.csv",-0.0134740576524317,0.914219561842293,0.000198317010676399
24,"ranFile024.csv",-0.114608952129886,0.255168437866146,0.0152056954861279
25,"ranFile025.csv",-0.111581295640643,0.420978479525661,0.0108242567439903
26,"ranFile026.csv",-0.157917321193544,0.208266342517091,0.023184355288082
27,"ranFile027.csv",-0.104475977448131,0.616444447136886,0.0115984095552027
28,"ranFile028.csv",-0.0379158885247667,0.815097019415425,0.00134931696059682
29,"ranFile029.csv",-0.210660286125132,0.0601310967516401,0.0616814829356518
30,"ranFile030.csv",-0.11138370114521,0.500667386669348,0.0138557207627656
31,"ranFile031.csv",-0.145576657014189,0.448182965814781,0.0186807206743169
32,"ranFile032.csv",0.0687746941990385,0.648498399127102,0.00402659092499005
33,"ranFile033.csv",-0.0283003855044409,0.804341504796495,0.00073470232882883
34,"ranFile034.csv",-0.0521745411993502,0.694085787953379,0.0022557509057825
35,"ranFile035.csv",0.181936100182628,0.490584536355669,0.0322223799911644
36,"ranFile036.csv",0.124197133544538,0.403129626930585,0.0189655273160347
37,"ranFile037.csv",0.0703332541680503,0.512436529892838,0.00506499863203126
38,"ranFile038.csv",-0.261954081495492,0.234984183250502,0.0773894307113912
39,"ranFile039.csv",0.259340503555203,0.224987658545384,0.0905468763500362
40,"ranFile040.csv",-0.0320252266957175,0.746293312157533,0.00119551779840891
41,"ranFile041.csv",-0.151735307032228,0.309155677661122,0.0191455406890047
42,"ranFile042.csv",0.449251933754377,0.159684090151078,0.207017091760215
43,"ranFile043.csv",0.433566415429545,0.0182187973341621,0.17213498205059
44,"ranFile044.csv",0.0266869011787219,0.805588917283987,0.00079150364519912
45,"ranFile045.csv",0.0278974633187668,0.869923380923916,0.000878706572505884
46,"ranFile046.csv",0.0439916033162735,0.688399735662582,0.00210000876861459
47,"ranFile047.csv",-0.15715607839651,0.179318719157831,0.0208693551294049
48,"ranFile048.csv",-0.0546890488019807,0.656171339049169,0.0027682266140214
49,"ranFile049.csv",0.0683818857469489,0.503379271157875,0.00493581112053974
50,"ranFile050.csv",0.0744983030833376,0.504092456204132,0.00668874233593345
